BIN,Address,Borough,Legal Owner (MapPLUTO),Complaints (12mo),Complaints (3yr),Loss of Service % (30d),Risk Level,AI Headline
2007655,1975 CRESTON AVENUE,Bronx,1975 CRESTON AVE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008619,1975 GRAND AVENUE,Bronx,1971 GRAND HOUSING DEVELOPMENT FUND CORP ORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008265,1975 WALTON AVENUE,Bronx,"MOUNT HOPE RENAISSANCE HDFC, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2007645,1982 MORRIS AVENUE,Bronx,"PAULINO, ESTELA L",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015048,1983 SEDGWICK AVENUE,Bronx,"MORRIS HEIGHTS,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008391,1988 DAVIDSON AVENUE,Bronx,1988 DAVIDSON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008392,1992 DAVIDSON AVENUE,Bronx,1992 DAVIDSON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008393,1996 DAVIDSON AVENUE,Bronx,1988 DAVIDSON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092432,2 FORDHAM HILL OVAL,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017591,2 MINERVA PLACE,Bronx,HAF ASSOCIATES LLC D,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129187,2 MOUNT HOPE PLACE,Bronx,HARRICO LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2098721,20-12 WEST TREMONT AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008966,200 WEST TREMONT AVENUE,Bronx,200 WEST TREMONT LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007957,2001 MORRIS AVENUE,Bronx,"MOUNT HOPE RENAISSANCE HDFC, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2124649,2004 DAVIDSON AVENUE,Bronx,BRONX GARDENS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008634,2005 DAVIDSON AVENUE,Bronx,LANDMINE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017231,201 EAST 201 STREET,Bronx,EAST 201ST STREET REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2114119,201 WEST KINGSBRIDGE ROAD,Bronx,KINGSBRIDGE AFFORDABLE HOUSING LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008629,2010 GRAND AVENUE,Bronx,RECLAIM ROUND II HOUSING DEVELOPMENT FUN D CORPORAT,0,0,0.28%,Nominal,No recent complaint activity recorded.
2116208,2010 SEDGWICK AVENUE,Bronx,BRONX COMMUNITY COLLEGE,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007956,2011 MORRIS AVENUE,Bronx,"MOUNT HOPE RENAISSANCE HDFC, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008395,2012 DAVIDSON AVENUE,Bronx,2012 EQUITIES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007955,2017 MORRIS AVENUE,Bronx,2017 MORRIS AVENUE HOUSING DEVELOPMENT F UND CO INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008397,2020 DAVIDSON AVENUE,Bronx,2020 DAVIDSON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008630,2020 GRAND AVENUE,Bronx,2020 GRAND REALTY LLC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007694,2021 GRAND CONCOURSE,Bronx,BST 2021 GRAND CONCOURSE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008398,2024 DAVIDSON AVENUE,Bronx,1988 DAVIDSON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008269,2025 WALTON AVENUE,Bronx,ANNAL  MANAGEMENT CO LTD,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128390,2028 CRESTON AVENUE,Bronx,"HP 2030 CRESTON HOUSING DEVELOPMENT FUND  COMPANY,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2124650,2028 DAVIDSON AVENUE,Bronx,BRONX GARDENS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013967,2055 WALTON AVENUE,Bronx,EAST BURNSIDE 5/19 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013743,2065 GRAND CONCOURSE,Bronx,2065 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129079,2065 WALTON AVENUE,Bronx,JERICHO 2065 WALTON AVENUE HOUSING DEVEL OPMENT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2118451,2066 MORRIS AVENUE,Bronx,2066 MORRIS AVE HOUSING DEVELOPMENT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013959,2070 JEROME AVENUE,Bronx,2070 JEROME AVE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013844,2075 CRESTON AVENUE,Bronx,2075 CRESTON AVENUE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2097150,2075 GRAND AVENUE,Bronx,"ANDRADE, ELIZABETH  C",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013742,2075 GRAND CONCOURSE,Bronx,2075 GRAND CONCOURSE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013965,2075 WALTON AVENUE,Bronx,WALTON HEIGHTS HOUSING DEVELOPMENT FUND  CORPORATIO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013745,2084 CRESTON AVENUE,Bronx,2084 CRESTON AVENUE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013964,2085 WALTON AVENUE,Bronx,MT. SHARON HOUSING DEVELOPMENT FUND CORP ORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2099239,2090 DAVIDSON AVENUE,Bronx,"ZABALA, ELIAS",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017193,210 EAST 201 STREET,Bronx,210 EAST 201ST STREET OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013748,2100 CRESTON AVENUE,Bronx,CRESTON HOLDING COMPANY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2086829,2101 CEDAR AVENUE,Bronx,DEEGAN TWO CO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013841,2101 CRESTON AVENUE,Bronx,NUGARESE INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017213,211 BEDFORD PARK BOULEVARD,Bronx,211 BEDFORD PARK BLVD LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129250,211 EAST 203 STREET,Bronx,BEDFORD 203 HOUSING DEVELOPMENT FUND COR PORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013749,2115 GRAND CONCOURSE,Bronx,2103-2121 LLC D,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015210,212 WEST KINGSBRIDGE ROAD,Bronx,"212 KINGSBRIDGE, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2090377,2121 CEDAR AVENUE,Bronx,"FORDHAM ONE COMPANY, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017236,214 EAST 203 STREET,Bronx,216 EAST 203RD ST REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017229,215 EAST  201 STREET,Bronx,CHAMP CONCOURSE CO LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129754,215 WEST KINGSBRIDGE ROAD,Bronx,229 WEST KINGSBRIDGE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013753,2150 CRESTON AVENUE,Bronx,"2150 CRESTON AVE, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014579,2150 UNIVERSITY AVENUE,Bronx,NEW YORK PUBLIC LIBRARY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013762,2155 GRAND CONCOURSE,Bronx,MARIA E. BLASER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013969,2160 WALTON AVENUE,Bronx,MBD WEST APARTMENTS HOUSING DEVELOPMENT  FUND CO.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014200,2165 JEROME AVENUE,Bronx,"TUCK-IT-AWAY ASSOCIATES - JEROME, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014731,2165 UNIVERSITY AVENUE,Bronx,PRESBYTERY OF NYC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013756,2170 CRESTON AVENUE,Bronx,ONCREST HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015073,2175 CEDAR AVENUE,Bronx,"CEDAR TWO COMPANY, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014197,2181 JEROME AVENUE,Bronx,"FORDHAM RISING, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014186,2185 DAVIDSON AVENUE,Bronx,ELIYAH MGMT LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013757,2188 CRESTON AVENUE,Bronx,2188 RELATY LTD,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013858,2191 CRESTON AVENUE,Bronx,"25 REALTY ASSOCIATES, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013850,2192 MORRIS AVENUE,Bronx,MOSTAR REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013759,2195 GRAND CONCOURSE,Bronx,2195 GRAND CONCOURSE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129428,2195 MORRIS AVENUE,Bronx,GRAND APTS HOUSING DEVELOPMENT FUND CORP ORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014058,2195 WALTON AVENUE,Bronx,2195 WALTON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013981,2199 MORRIS AVENUE,Bronx,21 REALTY ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013978,2200 WALTON AVENUE,Bronx,21 REALTY ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013857,2205 CRESTON AVENUE,Bronx,"21 REALTY ASSOCIATES, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017228,221 EAST 201 STREET,Bronx,221 EAST 201ST STREET OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017621,222 BEDFORD PARK BOULEVARD,Bronx,222 BEDFORD PARK BOULEVARD OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017233,222 EAST 202 STREET,Bronx,"SAJMANOVIC, BAJRAM",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017268,222 EAST 204 STREET,Bronx,"1500 ASSOCIATES, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013860,2234 MORRIS AVENUE,Bronx,HP 960-968 BPS & 2238 MORRIS HOUSING DEV ELOPMENT F,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014591,2240 UNIVERSITY AVENUE,Bronx,2240 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013876,2245 CRESTON AVENUE,Bronx,2245 CRESTON AVE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128908,2247 WALTON AVENUE,Bronx,280 BURNSIDE HOUSING DEVELOPMENT FUND CO RPORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013999,2249 MORRIS AVENUE,Bronx,"UNITED NEIGHBORS HOUSING DEVELOPMENT FUN D CO.,INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2007433,225 CROSS BRONX EXPRESSWAY,Bronx,225 SF HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015100,2251 SEDGWICK AVENUE,Bronx,UNIVERSITY HOUSING ASSOCIATES,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014753,2253 UNIVERSITY AVENUE,Bronx,ALFRED AND MATTHEW REALTY CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2094691,2254 SEDGWICK AVENUE,Bronx,123 WEST 183 HOUSING DEVELOPMENT FUND CO RPORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014752,2257 UNIVERSITY AVENUE,Bronx,"2257 UNVISITY REALTY,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013874,2259 CRESTON AVENUE,Bronx,2259 REALTY LLC,0,0,0.28%,Nominal,No recent complaint activity recorded.
2017237,226 EAST 203 STREET,Bronx,226 E 203 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008964,226 WEST TREMONT AVENUE,Bronx,CAP 226 TREMONT AVE PROPERTY OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013995,2263 MORRIS AVENUE,Bronx,2263 MORRIS HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129017,2264 LORING PLACE,Bronx,LORING PLACE NORTH HOUSING DEV. FUND COR PORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013863,2264 MORRIS AVENUE,Bronx,2264 MORRIS AVENUE HOUSING DEVELOPMENT F UND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013994,2265 MORRIS AVENUE,Bronx,2265 MORRIS GOLD LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015101,2265 SEDGWICK AVENUE,Bronx,"R & G ASSOCIATES,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014751,2265 UNIVERSITY AVENUE,Bronx,2265 UNIVERSITY AVE OWNRS INC,0,0,0.28%,Nominal,No recent complaint activity recorded.
2014735,2266 ANDREWS AVENUE,Bronx,2266 ANDREWS AVENUE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2099975,2270 WALTON AVENUE,Bronx,NEW WALTON AVE HOUSING DEVELOP FUND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014921,2277 ANDREWS AVENUE,Bronx,MMIKP BRONX REALTY LL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008963,228 WEST TREMONT AVENUE,Bronx,NYC HOUSING AUTHORITY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014737,2280 ANDREWS AVENUE,Bronx,M 2280 ANDREWS AVENUE,0,0,0.00%,Nominal,No recent complaint activity recorded.
2086823,2280 AQUEDUCT AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014918,2280 LORING PLACE NORTH,Bronx,LORING EQUITIES INC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2113430,2282 SEDGWICK AVENUE,Bronx,"GONZALEZ, HAMLET",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014235,2285 JEROME AVENUE,Bronx,FIRE DEPARTMENT OF NEW YORK,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015102,2285 SEDGWICK AVENUE,Bronx,2285 SEDGWICK LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014234,2287 JEROME AVENUE,Bronx,SIVA HOLDING COMPANY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2090482,2295 WALTON AVENUE,Bronx,MORRIS HEIGHTS HEALTH CENTER INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2116621,2299 ANDREWS AVENUE,Bronx,CITYWIDE SUPPORTIVE HOUSING DEVELOPMENT  FUND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014941,2300 LORING PLACE NORTH,Bronx,2300 INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014962,2300 SEDGWICK AVENUE,Bronx,ROSEWALL GARDENS ASSOCIATES L.P.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2114464,2303 ANDREWS AVENUE,Bronx,CITY WIDE SUPPORTIVE HOUSING INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128532,2311 MORRIS AVENUE,Bronx,"2311 MORRIS AVE PROPERTY, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014083,2314 JEROME AVENUE,Bronx,"JEROME AVE DEVELOPMENT COMPANY, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014744,2315 UNIVERSITY AVENUE,Bronx,2315-25 UNIVERSITY AVE.    .,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014092,2315 WALTON AVENUE,Bronx,2315 WALTON LLC D,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014012,2319 MORRIS AVENUE,Bronx,2319 MORRIS REALTY CP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013776,2320 CRESTON AVENUE,Bronx,2320 CRESTON AVE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014091,2323 WALTON AVENUE,Bronx,2323 WALTON AVE HSNGDEV,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013885,2324 MORRIS AVENUE,Bronx,2324 MORRIS AVENUE REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014743,2325 UNIVERSITY AVENUE,Bronx,2315-25 UNIVERSITY AVE.    .,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014946,2326 LORING PLACE,Bronx,NINETY SECOND L.P.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2094688,2328 ANDREWS AVENUE,Bronx,ROMAN CATHOLIC CHURCH OF ST. NICHOLAS TO LENTINE,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129308,233 LANDING ROAD,Bronx,UNAVAILABLE OWNER,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013777,2332 CRESTON AVENUE,Bronx,1940 HOLDING LTD.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014559,2333 GRAND AVENUE,Bronx,CRESTON HEIGHTS HOUSING DEVELOPMENT FUND,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130667,234 EAST 203 STREET,Bronx,"234 E 203 BSD, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014088,2345 WALTON AVENUE,Bronx,2345 WALTON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015687,235 WEST KINGSBRIDGE ROAD,Bronx,235 WEST KINGSBRIDGE ROAD LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130944,2361 MORRIS AVENUE,Bronx,2359M LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014614,2374 UNIVERSITY AVENUE,Bronx,GLICKER S,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014617,2385 GRAND AVENUE,Bronx,ANA-GJO REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014319,2386 DAVIDSON AVENUE,Bronx,JED MANAGEMENT REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013902,2386 MORRIS AVENUE,Bronx,DREAMYARD TPT MORRIS HOUSING DEVELOPMENT  FUND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013903,2396 MORRIS AVENUE,Bronx,2396 MORRIS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007470,240 EAST 175 STREET,Bronx,240 E LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014757,2400 WEBB AVENUE,Bronx,WEBB AVENUE COMPANY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014312,2401 DAVIDSON AVENUE,Bronx,2401 DAVIDSON ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013802,2403 GRAND CONCOURSE,Bronx,THE FIRST PARADISE THEATERS CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014038,2415 MORRIS AVENUE,Bronx,H & H REAL PROPERTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013904,2420 MORRIS AVENUE,Bronx,2420 MORRIS AVE OWNER INC ETAL,0,0,0.28%,Nominal,No recent complaint activity recorded.
2092436,2421 WEBB AVENUE,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014037,2425 MORRIS AVENUE,Bronx,2425 MORRIS AVE. REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2095198,2425 SEDGEWICK AVENUE,Bronx,FORDHAM HILL GARAGEOWNERS CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013906,2436 MORRIS AVENUE,Bronx,COPPERFIELD ENTERPRISES INC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014102,2445 WALTON AVENUE,Bronx,WALMAR REALTY GROUP LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014408,2450 GRAND AVENUE,Bronx,HP 4151 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2099201,2455 SEDGWICK AVENUE,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014409,2460 GRAND AVENUE,Bronx,24 REALTY CO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014424,2461 DAVIDSON AVENUE,Bronx,"COMMUNITY REALTY GROUP,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014361,2467 JEROME AVENUE,Bronx,BLDG 1-9 WEST FORDHAM ROAD LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014634,2471 GRAND AVENUE,Bronx,GRAND AVENUE INVESTORS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092430,2476 WEBB AVENUE,Bronx,DEVOEWEBB LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2095381,2480 SEDGWICK AVENUE,Bronx,BRONX V A MEDICAL CENTER,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014420,2487 DAVIDSON AVENUE,Bronx,PARKASH 2487 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007537,250 EAST 176 STREET,Bronx,HP 250 EAST 176 & 1234 SHAKESPEARE HOUSI NG DEVELOP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013811,2501 GRAND CONCOURSE,Bronx,FORDHAM ASSOCIATES DE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014382,2501 JEROME AVENUE,Bronx,ONE WEST 190TH ST,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014131,2501 MORRIS AVENUE,Bronx,"25 REALTY ASSOCIATES, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014362,2506 DAVIDSON AVENUE,Bronx,BRUDAVA CORP                       C/O METRO  PROPERTY GROUP  LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014363,2510 DAVIDSON AVENUE,Bronx,"NGUYEN, AMY",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014444,2515 DAVIDSON AVENUE,Bronx,LEKA REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014427,2516 GRAND AVENUE,Bronx,GEEL GRAND AVENUE HDFC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130480,2519 CRESTON AVENUE,Bronx,HP CRESTON PARKVIEW HOUSING DEVELOPMENT  FUND COMPA,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130863,2525 GRAND AVENUE,Bronx,LD2527 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014846,2525 UNIVERSITY AVENUE,Bronx,2523-2525 UNIVERSITY AVE. LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129684,2528 GRAND AVENUE,Bronx,KBH REALTY NYC LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014666,2533 AQUEDUCT AVENUE,Bronx,AQUA REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015160,2545 SEDGWICK AVENUE,Bronx,HIGH VIEW OWNERS INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014845,2545 UNIVERSITY AVENUE,Bronx,TCPRNC REAL ESTATE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014843,2550 WEBB AVENUE,Bronx,"KITTAY HOUSE, JEWISH HOME LIFECARE, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2118383,2552 WEBB AVENUE,Bronx,"WEBB AVE. HOUSING DEVELOPMENT FUND COMPA NY, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015158,2559 SEDGWICK AVENUE,Bronx,2559 SEDGWICK AVENUE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014378,2575 JEROME AVENUE,Bronx,JEROME GARDENS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015157,2575 SEDGEWICK AVENUE,Bronx,2575 SEDGWICK AVENUE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013829,2608 CRESTON AVENUE,Bronx,ICP CRESTON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015134,2630 KINGSBRIDGE TERRACE,Bronx,"2630 KINGSBRIDGE TERRACE OWNERS, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015216,2663 KINGSBRIDGE TERRACE,Bronx,VICENTE SANTIAGO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017430,2665 GRAND CONCOURSE,Bronx,"SAGAPONACK1, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017429,2675 GRAND CONCOURSE,Bronx,AQUA 2675 GC LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015502,2678 KINGSBRIDGE TERRACE,Bronx,"TERRACE ACQUISITION II, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2129661,2680 CRESTON AVENUE,Bronx,2678-2680 CRESTON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015198,2680 HEATH AVENUE,Bronx,2680 HEATH REALTY CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017428,2685 GRAND CONCOURSE,Bronx,2685 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017475,2690 MORRIS AVENUE,Bronx,2690 MORRIS AVENUE,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129358,2692 JEROME AVENUE,Bronx,UNAVAILABLE OWNER,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015201,2696 HEATH AVENUE,Bronx,"KATT, JOHN ROBERT",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015173,2698 BAILEY AVENUE,Bronx,2698 BAILEY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017580,27 EAST 198 STREET,Bronx,25-27 E. 198 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015503,2700 KINGSBRIDGE TERRACE,Bronx,2700 KINGS TERRACE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017492,2705 MORRIS AVENUE,Bronx,MORRIS 2025 HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017480,2707 CRESTON AVENUE,Bronx,2707 CRESTON REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015177,2709 HEATH AVENUE,Bronx,VYSE HOLDING CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017476,2710 MORRIS AVENUE,Bronx,"MMG 6 MORRIS REO, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015291,2710 SEDGWICK AVENUE,Bronx,KINGSBRIDGE  COURT HOUSING DEVELOPMENT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015275,2710 WEBB AVENUE,Bronx,2710 WEBB,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015285,2715 CLAFLIN AVENUE,Bronx,"CLAFLIN HEIGHTS ASSOCIATES, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017426,2715 GRAND CONCOURSE,Bronx,"HARAN REALTY CO.,    .",0,0,0.00%,Nominal,No recent complaint activity recorded.
2092455,2719 SEDGEWICK AVENUE,Bronx,SEDGWICK AVE REALTY ASSOCIATES,0,0,0.00%,Nominal,No recent complaint activity recorded.
